total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,stringency_index,vaccine_me,aged_65_older,aged_70_older,cardiovasc_death_rate
701454,194,251,10759,2,2,80483.562,22.259,28.799,1234.468,0.229,0.229,75,8.605,6608286,3978955,2668783,194,106946,88753,48.15,43.1,18.436,12.644,99.739
701627,173,225.143,10761,2,2,80503.412,19.85,25.832,1234.698,0.229,0.229,74,8.491,6711324,4027309,2726466,196,103038,87903,48.15,43.1,18.436,12.644,99.739
701627,0,225.143,10762,1,2,80503.412,0,25.832,1234.812,0.115,0.229,66,7.573,6774646,4062175,2756993,196,63322,86758,48.15,43.1,18.436,12.644,99.739
701627,0,225.143,10764,2,2.143,80503.412,0,25.832,1235.042,0.229,0.246,71,8.146,6795500,4072029,2769062,196,20854,85906,48.15,43.1,18.436,12.644,99.739
701994,367,179.857,10764,0,2.143,80545.52,42.109,20.636,1235.042,0,0.246,70,8.032,6883869,4118930,2814377,197,88369,84473,48.15,43.1,18.436,12.644,99.739
702124,130,163.714,10765,1,1.857,80560.436,14.916,18.784,1235.157,0.115,0.213,61,6.999,6976504,4161044,2867746,197,92635,82720,48.15,43.1,18.436,12.644,99.739
702278,154,145.429,10766,1,1.286,80578.106,17.67,16.686,1235.271,0.115,0.148,55,6.311,7066835,4200001,2921901,197,90331,80785,48.15,43.1,18.436,12.644,99.739
702398,120,134.857,10769,3,1.429,80591.875,13.769,15.473,1235.616,0.344,0.164,55,6.311,7155681,4235498,2977928,197,88846,78199,48.15,43.1,18.436,12.644,99.739
702507,109,125.714,10771,2,1.429,80604.381,12.506,14.424,1235.845,0.229,0.164,49,5.622,7243875,4272178,3032279,199,88194,76079,48.15,43.1,18.436,12.644,99.739
702507,0,125.714,10771,0,1.286,80604.381,0,14.424,1235.845,0,0.148,49,5.622,7295192,4296992,3060828,200,51317,74364,44.44,43.1,18.436,12.644,99.739
702507,0,125.714,10773,2,1.286,80604.381,0,14.424,1236.075,0.229,0.148,50,5.737,7313738,4302137,3074674,200,18546,74034,44.44,43.1,18.436,12.644,99.739
702746,239,107.429,10773,0,1.286,80631.804,27.422,12.326,1236.075,0,0.148,47,5.393,7388718,4327932,3125705,203,74980,72121,44.44,43.1,18.436,12.644,99.739
702875,129,107.286,10775,2,1.429,80646.605,14.801,12.31,1236.304,0.229,0.164,43,4.934,7468393,4352756,3182260,204,79675,70270,44.44,43.1,18.436,12.644,99.739
703176,172,111.143,10773,0,0.857,80681.141,19.735,12.752,1236.075,0,0.098,36,4.131,7624693,4395665,3299029,205,73025,67002,44.44,43.1,18.436,12.644,99.739
703334,158,118.143,10773,0,0.571,80699.27,18.129,13.555,1236.075,0,0.066,33,3.786,7699099,4415852,3355121,205,74406,65032,44.44,43.1,18.436,12.644,99.739
703334,0,118.143,10773,0,0.571,80699.27,0,13.555,1236.075,0,0.066,34,3.901,7746625,4426114,3393186,205,47526,64490,44.44,43.1,18.436,12.644,99.739
703334,0,118.143,10774,1,0.429,80699.27,0,13.555,1236.189,0.115,0.049,35,4.016,7761575,4428814,3405635,205,14950,63977,44.44,43.1,18.436,12.644,99.739
703783,449,148.143,10774,0,0.429,80750.787,51.517,16.998,1236.189,0,0.049,28,3.213,7833350,4444488,3462729,207,71775,63519,44.44,43.1,18.436,12.644,99.739
704057,274,168.857,10774,0,0.143,80782.225,31.438,19.374,1236.189,0,0.016,28,3.213,7906848,4462871,3519153,207,73498,62636,44.44,43.1,18.436,12.644,99.739
704352,295,192.571,10774,0,0.143,80816.073,33.848,22.095,1236.189,0,0.016,26,2.983,7977530,4479164,3574619,209,70682,60837,44.44,43.1,18.436,12.644,99.739
704620,268,206.286,10774,0,0.143,80846.823,30.75,23.669,1236.189,0,0.016,24,2.754,8049291,4492857,3633380,212,71761,60657,44.44,43.1,18.436,12.644,99.739
704943,323,229.857,10774,0,0.143,80883.883,37.06,26.373,1236.189,0,0.016,24,2.754,8120141,4506895,3690957,214,70850,60149,44.44,43.1,18.436,12.644,99.739
704943,0,229.857,10774,0,0.143,80883.883,0,26.373,1236.189,0,0.016,26,2.983,8162345,4513261,3726969,214,42204,59389,44.44,43.1,18.436,12.644,99.739
704943,0,229.857,10776,2,0.286,80883.883,0,26.373,1236.419,0.229,0.033,26,2.983,8175248,4515764,3737506,216,12903,59096,44.44,43.1,18.436,12.644,99.739
705765,822,283.143,10776,0,0.286,80978.198,94.315,32.487,1236.419,0,0.033,25,2.868,8245754,4529239,3794974,216,70506,58915,44.44,43.1,18.436,12.644,99.739
706248,483,313,10777,1,0.429,81033.617,55.419,35.913,1236.533,0.115,0.049,24,2.754,8315814,4543664,3850876,219,70060,58424,44.44,43.1,18.436,12.644,99.739
706775,527,346.143,10777,0,0.429,81094.084,60.467,39.716,1236.533,0,0.049,21,2.41,8378632,4558320,3899977,220,62818,57300,44.44,43.1,18.436,12.644,99.739
707357,582,391,10777,0,0.429,81160.861,66.778,44.863,1236.533,0,0.049,24,2.754,8440707,4572206,3948520,221,62075,55917,44.44,43.1,18.436,12.644,99.739
707357,0,344.857,10777,0,0.429,81160.861,0,39.568,1236.533,0,0.049,26,2.983,8502033,4586565,3995992,223,61326,54556,44.44,43.1,18.436,12.644,99.739
707976,619,433.286,10778,1,0.571,81231.884,71.023,49.714,1236.648,0.115,0.066,25,2.868,8535278,4592278,4023413,226,33245,53276,44.44,43.1,18.436,12.644,99.739
707976,0,433.286,10778,0,0.286,81231.884,0,49.714,1236.648,0,0.033,25,2.868,8543157,4593046,4030480,226,7879,52558,44.44,43.1,18.436,12.644,99.739
709536,1560,538.714,10778,0,0.286,81410.876,178.992,61.811,1236.648,0,0.033,33,3.786,8607359,4605090,4082699,228,64202,51658,44.44,43.1,18.436,12.644,99.739
710243,707,570.714,10778,0,0.143,81491.996,81.12,65.483,1236.648,0,0.016,32,3.672,8663219,4617922,4125963,229,55860,49629,44.44,43.1,18.436,12.644,99.739
711016,773,605.857,10780,2,0.429,81580.688,88.693,69.515,1236.878,0.229,0.049,30,3.442,8713060,4631291,4162846,229,49841,47775,44.44,43.1,18.436,12.644,99.739
711877,861,645.714,10780,0,0.429,81679.478,98.79,74.088,1236.878,0,0.049,31,3.557,8758288,4642979,4196883,231,45228,45369,44.44,43.1,18.436,12.644,99.739
712668,791,758.714,10780,0,0.429,81770.236,90.758,87.054,1236.878,0,0.049,32,3.672,8807192,4656607,4232650,232,48904,43594,44.44,43.1,18.436,12.644,99.739
712668,0,670.286,10781,1,0.429,81770.236,0,76.907,1236.992,0.115,0.049,35,4.016,8832850,4662141,4252931,232,25658,42510,44.44,43.1,18.436,12.644,99.739
712668,0,670.286,10782,1,0.571,81770.236,0,76.907,1237.107,0.115,0.066,34,3.901,8837757,4662950,4256997,232,4907,42086,44.44,43.1,18.436,12.644,99.739
714414,1746,696.857,10784,2,0.857,81970.569,200.333,79.956,1237.337,0.229,0.098,40,4.59,8880887,4676517,4287316,233,43130,39075,44.44,43.1,18.436,12.644,99.739
715267,853,717.714,10787,3,1.286,82068.44,97.872,82.349,1237.681,0.344,0.148,38,4.36,8916859,4688088,4312164,233,35972,36234,44.44,43.1,18.436,12.644,99.739
716038,771,717.429,10791,4,1.571,82156.904,88.463,82.316,1238.14,0.459,0.18,38,4.36,8948944,4700078,4332843,236,32085,33698,44.44,43.1,18.436,12.644,99.739
716865,827,712.571,10793,2,1.857,82251.792,94.888,81.759,1238.369,0.229,0.213,35,4.016,8980106,4711311,4353303,236,31162,31688,44.44,43.1,18.436,12.644,99.739
717665,800,713.857,10793,0,1.857,82343.583,91.791,81.907,1238.369,0,0.213,36,4.131,9012403,4724044,4373595,236,32297,29316,44.44,43.1,18.436,12.644,99.739
717665,0,713.857,10793,0,1.714,82343.583,0,81.907,1238.369,0,0.197,42,4.819,9023840,4728554,4380802,236,11437,27284,44.44,43.1,18.436,12.644,99.739
717665,0,713.857,10794,1,1.714,82343.583,0,81.907,1238.484,0.115,0.197,41,4.704,9025315,4728884,4381943,236,1475,26794,44.44,43.1,18.436,12.644,99.739
719684,2019,752.857,10794,0,1.429,82575.239,231.656,86.381,1238.484,0,0.164,44,5.048,9047303,4736764,4396486,237,21988,23774,44.44,43.1,18.436,12.644,99.739
720743,1059,782.286,10796,2,1.286,82696.747,121.508,89.758,1238.713,0.229,0.148,48,5.507,9074231,4745869,4414587,238,26928,22482,44.44,43.1,18.436,12.644,99.739
721776,1033,819.714,10796,0,0.714,82815.271,118.525,94.053,1238.713,0,0.082,52,5.966,9098461,4756438,4428986,238,24230,21360,44.44,43.1,18.436,12.644,99.739
722801,1025,848,10796,0,0.429,82932.878,117.607,97.298,1238.713,0,0.049,55,6.311,9123929,4766835,4444843,238,25468,20546,44.44,43.1,18.436,12.644,99.739
723968,1167,900.429,10797,1,0.571,83066.777,133.899,103.314,1238.828,0.115,0.066,56,6.425,9152187,4778467,4462188,239,28258,19969,44.44,43.1,18.436,12.644,99.739
723968,0,900.429,10797,0,0.571,83066.777,0,103.314,1238.828,0,0.066,59,6.77,9161457,4782649,4467516,239,9270,19660,44.44,43.1,18.436,12.644,99.739
723968,0,900.429,10798,1,0.571,83066.777,0,103.314,1238.943,0.115,0.066,59,6.77,9162284,4782886,4468145,239,827,19567,44.44,43.1,18.436,12.644,99.739
727113,3145,1061.286,10800,2,0.857,83427.629,360.852,121.77,1239.172,0.229,0.098,72,8.261,9184975,4792291,4482103,240,22691,19667,44.44,43.1,18.436,12.644,99.739
729024,1911,1183,10802,2,0.857,83646.894,219.265,135.735,1239.402,0.229,0.098,76,8.72,9208402,4802351,4496196,241,23427,19167,44.44,43.1,18.436,12.644,99.739
731148,2124,1338.857,10805,3,1.286,83890.598,243.704,153.618,1239.746,0.344,0.148,79,9.064,9233229,4813032,4510895,244,24827,19253,44.44,43.1,18.436,12.644,99.739
733275,2127,1496.286,10807,2,1.571,84134.646,244.048,171.681,1239.976,0.229,0.18,83,9.523,9259850,4825699,4525714,246,26621,19417,44.44,43.1,18.436,12.644,99.739
735375,2100,1629.571,10808,1,1.571,84375.596,240.95,186.974,1240.09,0.115,0.18,91,10.441,9288213,4839000,4541523,248,28363,19432,44.44,43.1,18.436,12.644,99.739
735375,0,1629.571,10810,2,1.857,84375.596,0,186.974,1240.32,0.229,0.213,94,10.785,9298703,4844815,4546501,250,10490,19607,44.44,43.1,18.436,12.644,99.739
735375,0,1629.571,10813,3,2.143,84375.596,0,186.974,1240.664,0.344,0.246,96,11.015,9299287,4845127,4546804,250,584,19572,44.44,43.1,18.436,12.644,99.739
740954,5579,1977.286,10817,4,2.429,85015.72,640.124,226.87,1241.123,0.459,0.279,122,13.998,9322008,4854856,4560494,250,22721,19576,44.44,43.1,18.436,12.644,99.739
744106,3152,2154.571,10819,2,2.429,85377.375,361.655,247.212,1241.352,0.229,0.279,144,16.522,9345684,4865990,4573689,254,23676,19612,44.44,43.1,18.436,12.644,99.739
747396,3290,2321.143,10821,2,2.286,85754.864,377.489,266.324,1241.582,0.229,0.262,163,18.702,9372520,4878855,4588359,255,26836,19899,44.44,43.1,18.436,12.644,99.739
750186,2790,2415.857,10828,7,3,86074.983,320.12,277.191,1242.385,0.803,0.344,170,19.505,9398585,4892896,4601256,259,26065,19819,44.44,43.1,18.436,12.644,99.739
752761,2575,2483.714,10834,6,3.714,86370.434,295.451,284.977,1243.074,0.688,0.426,181,20.768,9430808,4909493,4617905,261,32223,20371,44.44,43.1,18.436,12.644,99.739
752761,0,2483.714,10838,4,4,86370.434,0,284.977,1243.532,0.459,0.459,190,21.8,9442857,4916982,4623118,263,12049,20593,44.44,43.1,18.436,12.644,99.739
752761,0,2483.714,10841,3,4,86370.434,0,284.977,1243.877,0.344,0.459,195,22.374,9443743,4917448,4623565,263,886,20637,44.44,43.1,18.436,12.644,99.739
758984,6223,2575.714,10845,4,4,87084.45,714.016,295.533,1244.336,0.459,0.459,215,24.669,9466340,4929195,4635243,265,22597,20619,44.44,43.1,18.436,12.644,99.739
761978,2994,2553.143,10853,8,4.857,87427.976,343.526,292.943,1245.254,0.918,0.557,224,25.701,9491064,4942099,4647687,266,24724,20769,44.44,43.1,18.436,12.644,99.739
765190,3212,2542,10857,4,5.143,87796.515,368.539,291.664,1245.713,0.459,0.59,230,26.39,9520067,4958140,4661659,268,29003,21078,44.44,43.1,18.436,12.644,99.739
768001,2811,2545,10863,6,5,88119.044,322.529,292.009,1246.401,0.688,0.574,237,27.193,9549479,4975393,4674977,272,29412,21556,44.44,43.1,18.436,12.644,99.739
770765,2764,2572,10870,7,5.143,88436.18,317.136,295.107,1247.204,0.803,0.59,249,28.57,9584253,4995778,4690811,278,34774,21921,44.44,43.1,18.436,12.644,99.739
770765,0,2572,10878,8,5.714,88436.18,0,295.107,1248.122,0.918,0.656,269,30.865,9601634,5007618,4697259,280,17381,22682,44.44,43.1,18.436,12.644,99.739
770765,0,2572,10883,5,6,88436.18,0,295.107,1248.696,0.574,0.688,276,31.668,9603561,5009165,4697771,280,1927,22831,44.44,43.1,18.436,12.644,99.739
776962,6197,2568.286,10895,12,7.143,89147.213,711.033,294.68,1250.073,1.377,0.82,273,31.324,9626535,5023997,4706934,282,22974,22885,44.44,43.1,18.436,12.644,99.739
779666,2704,2526.857,10899,4,6.571,89457.465,310.252,289.927,1250.532,0.459,0.754,264,30.291,9650922,5039507,4716956,286,24387,22837,44.44,43.1,18.436,12.644,99.739
782869,3203,2525.571,10907,8,7.143,89824.971,367.506,289.779,1251.449,0.918,0.82,275,31.553,9679203,5057133,4728969,288,28281,22734,44.44,43.1,18.436,12.644,99.739
785696,2827,2527.857,10911,4,6.857,90149.336,324.365,290.042,1251.908,0.459,0.787,286,32.815,9707484,5075716,4740204,290,28281,22572,44.44,43.1,18.436,12.644,99.739
785696,0,2133,10918,7,6.857,90149.336,0,244.737,1252.712,0.803,0.787,289,33.159,9740376,5097384,4753221,297,32892,22303,44.44,43.1,18.436,12.644,99.739
785696,0,2133,10920,2,6,90149.336,0,244.737,1252.941,0.229,0.688,287,32.93,9756931,5109182,4758983,297,16555,22185,44.44,43.1,18.436,12.644,99.739
785696,0,2133,10927,7,6.286,90149.336,0,244.737,1253.744,0.803,0.721,287,32.93,9759587,5111566,4759507,298,2656,22289,44.44,43.1,18.436,12.644,99.739
785696,0,1247.714,10930,3,5,90149.336,0,143.16,1254.088,0.344,0.574,291,33.389,9783087,5127043,4768897,300,23500,22365,44.44,43.1,18.436,12.644,99.739
802048,3551,2739.857,10940,13,5.143,92025.535,407.435,314.366,1255.236,1.492,0.59,294,33.733,9842195,5165483,4792624,305,33328,23285,44.44,43.1,18.436,12.644,99.739
805164,3116,2781.143,10945,5,5.286,92383.059,357.524,319.103,1255.809,0.574,0.606,281,32.241,9876606,5190030,4804934,311,34411,24160,44.44,43.1,18.436,12.644,99.739
808058,2894,3194.571,10952,7,5.286,92715.112,332.052,366.539,1256.613,0.803,0.606,283,32.471,9920472,5219733,4822163,318,43866,25728,44.44,43.1,18.436,12.644,99.739
816110,1992,2516.143,10974,7,6.857,93638.984,228.558,288.698,1259.137,0.803,0.787,267,30.635,10020134,5292904,4856756,332,35645,30181,50,43.1,18.436,12.644,99.739
818715,2605,2381,10980,6,5.857,93937.877,298.893,273.192,1259.825,0.688,0.672,263,30.176,10062013,5321641,4873156,346,41879,31403,50,43.1,18.436,12.644,99.739
820982,2267,2259.714,10991,11,6.714,94197.988,260.111,259.276,1261.087,1.262,0.77,262,30.061,10100590,5347056,4889310,358,38577,31998,50,43.1,18.436,12.644,99.739
823078,2096,2145.714,10999,8,6.857,94438.479,240.491,246.195,1262.005,0.918,0.787,268,30.75,10145075,5374663,4909440,361,44485,32086,50,43.1,18.436,12.644,99.739
823078,0,2145.714,10999,0,6.857,94438.479,0,246.195,1262.005,0,0.787,262,30.061,10168662,5390265,4919338,366,23587,31588,50,43.1,18.436,12.644,99.739
823078,0,2145.714,11000,1,6.857,94438.479,0,246.195,1262.12,0.115,0.787,254,29.144,10172185,5393344,4920125,366,3523,31466,50,43.1,18.436,12.644,99.739
827111,4033,1856.143,11015,15,6.857,94901.218,462.739,212.97,1263.841,1.721,0.787,237,27.193,10200659,5411257,4932629,375,28474,30881,50,43.1,18.436,12.644,99.739
828347,1236,1748.143,11021,6,6.714,95043.035,141.816,200.579,1264.53,0.688,0.77,228,26.16,10233025,5431650,4946885,382,32366,30413,50,43.1,18.436,12.644,99.739
830251,1904,1648,11027,6,6.714,95261.496,218.462,189.089,1265.218,0.688,0.77,228,26.16,10267750,5452636,4963188,394,34725,29391,50,43.1,18.436,12.644,99.739
831881,1630,1557,11034,7,6.143,95448.52,187.023,178.647,1266.021,0.803,0.705,207,23.751,10302653,5472298,4980764,412,34903,28866,50,43.1,18.436,12.644,99.739
833385,1504,1472.429,11042,8,6.143,95621.086,172.566,168.944,1266.939,0.918,0.705,213,24.439,10340441,5490871,5001920,437,37788,27909,50,43.1,18.436,12.644,99.739
833385,0,1472.429,11043,1,6.286,95621.086,0,168.944,1267.054,0.115,0.721,207,23.751,10363381,5501876,5014977,440,22940,27817,50,43.1,18.436,12.644,99.739
833385,0,1472.429,11043,0,6.143,95621.086,0,168.944,1267.054,0,0.705,210,24.095,10366612,5504026,5016310,442,3231,27775,50,43.1,18.436,12.644,99.739
836483,3098,1338.857,11060,17,6.429,95976.545,355.459,153.618,1269.004,1.951,0.738,200,22.948,10393253,5516214,5031848,462,26641,27513,50,43.1,18.436,12.644,99.739
837769,1286,1346,11073,13,7.429,96124.098,147.553,154.438,1270.496,1.492,0.852,189,21.686,10419149,5529278,5045797,480,25896,26589,50,43.1,18.436,12.644,99.739
839219,1450,1281.143,11079,6,7.429,96290.468,166.37,146.996,1271.184,0.688,0.852,185,21.227,10449879,5542812,5064301,506,30730,26018,50,43.1,18.436,12.644,99.739
840363,1144,1211.714,11087,8,7.571,96421.729,131.26,139.03,1272.102,0.918,0.869,177,20.309,10477918,5554220,5081963,523,28039,25038,50,43.1,18.436,12.644,99.739
841573,1210,1169.714,11093,6,7.286,96560.562,138.833,134.211,1272.791,0.688,0.836,175,20.079,10510793,5566647,5103517,534,32875,24336,50,43.1,18.436,12.644,99.739
841573,0,1169.714,11093,0,7.143,96560.562,0,134.211,1272.791,0,0.82,170,19.505,10528472,5573637,5114889,540,17679,23584,50,43.1,18.436,12.644,99.739
841573,0,1169.714,11093,0,7.143,96560.562,0,134.211,1272.791,0,0.82,162,18.588,10531883,5575143,5116960,541,3411,23610,50,43.1,18.436,12.644,99.739
844209,2636,1103.714,11103,10,6.143,96863.012,302.45,126.638,1273.938,1.147,0.705,157,18.014,10556969,5583642,5134195,561,25086,23388,50,43.1,18.436,12.644,99.739
845234,1025,1066.429,11107,4,4.857,96980.619,117.607,122.36,1274.397,0.459,0.557,165,18.932,10581636,5592449,5150672,587,24667,23212,50,43.1,18.436,12.644,99.739
846327,1093,1015.429,11125,18,6.571,97106.027,125.409,116.508,1276.462,2.065,0.754,160,18.358,10611408,5602670,5171183,603,29772,23076,50,43.1,18.436,12.644,99.739
848418,966,977.857,11120,2,4.857,97345.945,110.837,112.198,1275.889,0.229,0.557,150,17.211,10672869,5620734,5217432,630,34113,23154,50,43.1,18.436,12.644,99.739
848418,0,977.857,11120,0,4.857,97345.945,0,112.198,1275.889,0,0.557,148,16.981,10693339,5626717,5232787,634,20470,23552,50,43.1,18.436,12.644,99.739
848418,0,977.857,11120,0,4.857,97345.945,0,112.198,1275.889,0,0.557,140,16.063,10696613,5627648,5235266,637,3274,23533,50,43.1,18.436,12.644,99.739
850684,2266,925,11133,13,5.286,97605.942,259.997,106.133,1277.38,1.492,0.606,143,16.408,10722129,5634995,5254691,646,25516,23594,50,43.1,18.436,12.644,99.739
851610,926,910.857,11140,7,5.714,97712.189,106.248,104.51,1278.183,0.803,0.656,133,15.26,10748234,5642710,5274523,661,26105,23800,50,43.1,18.436,12.644,99.739
852658,1048,904.429,11146,6,4,97832.435,120.246,103.772,1278.872,0.688,0.459,131,15.031,10781305,5651775,5300265,676,33071,24271,50,43.1,18.436,12.644,99.739
853637,979,883.571,11152,6,4.857,97944.764,112.329,101.379,1279.56,0.688,0.557,124,14.228,10810584,5659883,5323106,683,29279,24547,50,43.1,18.436,12.644,99.739
854591,954,881.857,11158,6,5.429,98054.224,109.46,101.183,1280.249,0.688,0.623,120,13.769,10846632,5669130,5351492,702,36048,24823,50,43.1,18.436,12.644,99.739
862411,0,1117.143,11182,1,3.857,98951.477,0,128.179,1283.002,0.115,0.443,104,11.933,11008536,5712647,5477680,862,1707,20261,50,43.1,18.436,12.644,99.739
865708,3297,1250.143,11193,11,4.571,99329.768,378.292,143.439,1284.265,1.262,0.525,99,11.359,11025473,5717185,5490661,882,16937,19316,50,43.1,18.436,12.644,99.739
865708,0,1072.857,11204,11,5.286,99329.768,0,123.098,1285.527,1.262,0.606,98,11.244,11043210,5722016,5504117,910,17737,18380,50,43.1,18.436,12.644,99.739
869044,3336,1342.571,11207,3,5,99712.535,382.767,154.044,1285.871,0.344,0.574,102,11.703,11063336,5727746,5519084,981,20126,17379,50,43.1,18.436,12.644,99.739
870837,1793,1387.714,11219,12,6,99918.261,205.726,159.224,1287.248,1.377,0.688,112,12.851,11079695,5732505,5531306,1033,16359,16341,50,43.1,18.436,12.644,99.739
872558,1721,1449.571,11233,14,7.429,100115.725,197.464,166.321,1288.854,1.606,0.852,113,12.965,11100219,5738230,5546389,1154,20524,15479,50,43.1,18.436,12.644,99.739
872558,0,1449.571,11233,0,7.429,100115.725,0,166.321,1288.854,0,0.852,108,12.392,11108899,5741006,5552517,1167,8680,14581,50,43.1,18.436,12.644,99.739
872558,0,1449.571,11234,1,7.429,100115.725,0,166.321,1288.969,0.115,0.852,102,11.703,11109548,5741239,5552990,1167,649,14430,50,43.1,18.436,12.644,99.739
877098,4540,1627.143,11242,8,7,100636.636,520.911,186.695,1289.887,0.918,0.803,111,12.736,11118765,5744292,5559443,1272,9217,13327,50,43.1,18.436,12.644,99.739
879051,1953,1906.143,11259,17,7.857,100860.72,224.084,218.707,1291.837,1.951,0.902,108,12.392,11132322,5748606,5568693,1488,13557,12730,50,43.1,18.436,12.644,99.739
881660,2609,1802.286,11261,2,7.714,101160.072,299.352,206.791,1292.067,0.229,0.885,101,11.589,11147771,5753607,5579193,1782,15449,12062,50,43.1,18.436,12.644,99.739
884597,2937,1965.714,11265,4,6.571,101497.058,336.986,225.542,1292.526,0.459,0.754,104,11.933,11160399,5758007,5587294,2286,12628,11529,50,43.1,18.436,12.644,99.739
887446,2849,2126.857,11273,8,5.714,101823.947,326.889,244.032,1293.444,0.918,0.656,105,12.048,11177147,5763393,5598125,3108,16748,10990,50,43.1,18.436,12.644,99.739
887446,0,2126.857,11274,1,5.857,101823.947,0,244.032,1293.558,0.115,0.672,115,13.195,11185918,5766207,5603471,3774,8771,11003,50,43.1,18.436,12.644,99.739
887446,0,2126.857,11274,0,5.714,101823.947,0,244.032,1293.558,0,0.656,118,13.539,11186403,5766393,5603767,3793,485,10979,50,43.1,18.436,12.644,99.739
894093,6647,2427.857,11282,8,5.714,102586.612,762.665,278.568,1294.476,0.918,0.656,119,13.654,11201653,5771514,5611043,6630,15250,11841,50,43.1,18.436,12.644,99.739
897078,2985,2575.286,11295,13,5.143,102929.105,342.493,295.484,1295.968,1.492,0.59,125,14.342,11220351,5777160,5618120,12495,18698,12576,50,43.1,18.436,12.644,99.739
901228,4150,2795.429,11306,11,6.429,103405.269,476.163,320.742,1297.23,1.262,0.738,122,13.998,11243153,5783804,5626857,20166,22802,13626,50,43.1,18.436,12.644,99.739
905112,3884,2930.714,11309,3,6.286,103850.912,445.643,336.265,1297.574,0.344,0.721,121,13.883,11266301,5789034,5633947,31005,23148,15129,50,43.1,18.436,12.644,99.739
909038,3926,3084.571,11325,16,7.429,104301.374,450.462,353.918,1299.41,1.836,0.852,125,14.342,11294653,5796264,5643495,42636,28352,16787,50,43.1,18.436,12.644,99.739
909038,0,3084.571,11325,0,7.286,104301.374,0,353.918,1299.41,0,0.836,129,14.801,11310399,5800975,5648773,48783,15746,17783,50,43.1,18.436,12.644,99.739
909038,0,3084.571,11326,1,7.429,104301.374,0,353.918,1299.525,0.115,0.852,129,14.801,11312949,5801717,5649210,50100,2550,18078,50,43.1,18.436,12.644,99.739
918750,9712,3522.429,11347,21,9.286,105415.711,1114.337,404.157,1301.934,2.41,1.065,129,14.801,11347616,5805610,5654741,74886,34667,20852,50,43.1,18.436,12.644,99.739
923047,4297,3709.857,11353,6,8.286,105908.741,493.03,425.662,1302.623,0.688,0.951,141,16.178,11386691,5809693,5659691,104629,39075,23763,50,43.1,18.436,12.644,99.739
929031,5984,3971.857,11356,3,7.143,106595.335,686.593,455.724,1302.967,0.344,0.82,145,16.637,11433450,5814508,5666078,139737,46759,27185,50,43.1,18.436,12.644,99.739
935047,6016,4276.429,11364,8,7.857,107285.6,690.265,490.67,1303.885,0.918,0.902,150,17.211,11481119,5818819,5671577,177512,47669,30688,50,43.1,18.436,12.644,99.739
941218,6171,4597.143,11377,13,7.429,107993.649,708.049,527.468,1305.376,1.492,0.852,154,17.67,11529551,5824042,5678724,213201,48432,33557,50,43.1,18.436,12.644,99.739
941218,0,4597.143,11382,5,8.143,107993.649,0,527.468,1305.95,0.574,0.934,150,17.211,11551030,5827008,5682373,228113,21479,34376,50,43.1,18.436,12.644,99.739
941218,0,4597.143,11382,0,8,107993.649,0,527.468,1305.95,0,0.918,163,18.702,11554937,5827362,5682725,231318,3907,34570,50,43.1,18.436,12.644,99.739
955810,14592,5294.286,11407,25,8.571,109667.909,1674.26,607.457,1308.819,2.868,0.983,171,19.62,11598884,5831103,5687220,266509,43947,35895,50,43.1,18.436,12.644,99.739
962165,6355,5588.286,11416,9,9,110397.07,729.161,641.19,1309.851,1.033,1.033,169,19.391,11650027,5834754,5691238,309270,51143,37619,50,43.1,18.436,12.644,99.739
970753,8588,5960.286,11435,19,11.286,111382.441,985.372,683.872,1312.031,2.18,1.295,181,20.768,11707539,5839485,5696766,355694,57512,39156,50,43.1,18.436,12.644,99.739
978801,8048,6250.571,11455,20,13,112305.854,923.413,717.179,1314.326,2.295,1.492,189,21.686,11762823,5843289,5701088,402028,55284,40243,50,43.1,18.436,12.644,99.739
986834,8033,6516.571,11470,15,13.286,113227.546,921.692,747.7,1316.047,1.721,1.524,198,22.718,11819510,5847578,5707007,447448,56687,41423,50,43.1,18.436,12.644,99.739
986834,0,6516.571,11470,0,12.571,113227.546,0,747.7,1316.047,0,1.442,211,24.21,11842499,5850216,5710120,464453,22989,41638,50,43.1,18.436,12.644,99.739
986834,0,6516.571,11471,1,12.714,113227.546,0,747.7,1316.162,0.115,1.459,216,24.783,11847217,5850568,5710479,468467,4718,41754,50,43.1,18.436,12.644,99.739
1006239,19405,7204.143,11500,29,13.286,115454.041,2226.495,826.59,1319.489,3.327,1.524,224,25.701,11901435,5854315,5714161,514295,54218,43222,50,43.1,18.436,12.644,99.739
1014662,8423,7499.571,11522,22,15.143,116420.481,966.44,860.487,1322.013,2.524,1.737,231,26.505,11961543,5858076,5718307,565925,60108,44502,50,43.1,18.436,12.644,99.739
1025129,10467,7768,11548,26,16.143,117621.445,1200.965,891.286,1324.997,2.983,1.852,230,26.39,12032782,5862694,5723564,626173,71239,46463,50,43.1,18.436,12.644,99.739
1034675,9546,7982,11566,18,15.857,118716.736,1095.291,915.84,1327.062,2.065,1.819,239,27.422,12099781,5866756,5727743,683780,66999,48137,50,43.1,18.436,12.644,99.739
